image,label
59547,5
59548,3
59549,3
59550,6
59551,4
59552,3
59553,4
59554,5
59555,3
59557,3
59558,2
59559,3
59560,5
59561,6
59562,4
59563,4
59564,4
59565,3
59567,3
59568,3
59569,1
59570,6
59571,1
59572,2
59573,1
59574,5
59575,6
59576,3
59577,2
59578,6
59579,5
59581,2
59582,3
59583,6
59584,5
59585,2
59586,4
59587,4
59588,3
59589,3
59590,3
59591,3
59592,4
59593,3
59594,3
59595,5
59596,6
59599,3
59601,3
59602,4
59603,3
59604,3
59605,1
59606,3
59608,3
59609,3
59610,3
59611,1
59612,4
59613,3
59614,1
59615,4
59616,6
59617,3
59618,6
59619,3
59620,1
59621,4
59622,3
59623,6
59624,3
59625,5
59626,5
59627,4
59628,3
59629,6
59630,2
59632,3
59633,6
59634,6
59636,3
59637,5
59638,4
59639,3
59640,4
59641,2
59642,3
59643,1
59644,3
59646,3
59647,3
59649,3
59650,3
59651,6
59652,4
59654,3
59655,6
59656,3
59657,1
59658,6
59659,3
59660,4
59661,1
59662,5
59663,5
59664,3
59665,3
59667,4
59668,3
59669,2
59670,5
59672,3
59673,4
59674,1
59675,2
59676,3
59677,3
59678,1
59679,6
59681,5
59682,3
59683,4
59684,3
59685,3
59686,4
59687,5
59688,3
59689,3
59691,4
59692,4
59693,3
59694,5
59695,3
59696,2
59697,6
59698,4
59699,6
59700,3
59701,6
59702,6
59703,4
59704,5
59705,2
59706,6
59707,3
59708,6
59709,4
59710,4
59711,3
59712,4
59714,3
59717,5
59718,3
59719,3
59720,3
59721,4
59722,4
59723,6
59724,3
59725,3
59726,4
59727,1
59729,3
59730,1
59731,3
59732,5
59733,4
59734,3
59735,6
59736,3
59737,1
59738,6
59739,4
59740,3
59741,5
59742,3
59743,6
59744,2
59745,2
59746,6
59747,6
59748,3
59749,6
59750,3
59751,3
59752,4
59754,3
59756,3
59757,3
59758,6
59759,2
59760,5
59761,5
59762,4
59763,3
59764,6
59765,1
59767,3
59768,4
59769,2
59770,3
59771,3
59773,3
59774,6
59775,4
59776,1
59777,3
59778,6
59779,3
59780,2
59781,1
59782,1
59784,3
59785,2
59786,1
59788,3
59789,6
59790,6
59792,6
59793,6
59794,3
59797,3
59798,5
59799,3
59800,3
59801,4
59802,2
59803,4
59804,3
59805,3
59806,3
59807,2
59809,6
59810,6
59811,6
59812,4
59813,4
59814,4
59815,2
59816,4
59817,3
59818,6
59819,6
59820,2
59821,3
59822,3
59823,5
59824,3
59825,3
59826,1
59827,3
59828,2
59829,6
59831,3
59832,4
59833,5
59834,3
59835,3
59838,2
59839,2
59840,3
59841,3
59842,3
59843,6
59844,4
59846,1
59847,1
59848,4
59849,5
59850,6
59851,6
59852,6
59853,1
59854,1
59856,4
59857,1
59858,6
59859,5
59860,3
59861,3
59862,1
59863,1
59864,2
59865,4
59867,6
59868,3
59870,5
59871,6
59872,3
59873,5
59874,3
59876,6
59877,6
59878,3
59879,6
59880,2
59881,2
59882,5
59883,3
59884,3
59885,3
59886,4
59887,6
59888,6
59889,3
59890,4
59891,4
59892,5
59893,1
59894,5
59895,3
59896,1
59897,3
59899,4
59900,4
59901,1
59902,4
59903,5
59905,6
59906,6
59907,2
59908,2
59909,5
59910,5
59911,4
59912,6
59913,3
59914,4
59915,3
59916,3
59917,6
59919,3
59920,6
59921,3
59922,3
59924,5
59925,4
59927,1
59928,4
59929,4
59931,6
59932,3
59934,3
59935,3
59936,5
59938,6
59939,3
59940,4
59941,1
59942,6
59943,5
59944,4
59946,4
59947,3
59948,5
59949,4
59950,4
59951,3
59953,6
59954,1
59955,3
59956,3
59958,2
59960,5
59961,3
59962,6
59964,3
59965,4
59966,6
59967,4
59968,3
59969,6
59970,5
59971,6
59972,3
59973,3
59974,3
59975,2
59976,1
59977,3
59978,2
59980,6
59982,3
59983,6
59984,4
59985,6
59986,4
59987,1
59989,1
59990,4
59991,1
59992,3
59993,4
59994,3
59995,6
59996,3
59997,4
59998,3
59999,4
60000,3
60001,1
60002,6
60003,5
60004,3
60005,5
60007,3
60008,3
60010,4
60012,4
60013,3
60014,4
60015,3
60016,5
60017,3
60018,6
60019,3
60020,6
60021,3
60022,1
60023,6
60024,3
60025,4
60026,3
60027,4
60028,4
60029,5
60030,6
60031,4
60033,5
60034,6
60035,1
60038,4
60039,4
60040,5
60043,6
60044,6
60048,5
60049,3
60050,5
60051,3
60052,1
60053,1
60054,1
60055,3
60056,1
60057,6
60058,3
60059,5
60060,4
60061,3
60063,6
60064,6
60065,5
60066,5
60067,3
60068,6
60069,6
60070,3
60071,6
60073,3
60075,6
60076,3
60077,1
60078,4
60079,4
60080,5
60081,6
60082,3
60083,3
60084,1
60085,3
60086,3
60087,2
60088,4
60089,6
60091,4
60092,3
60093,2
60094,5
60095,3
60096,3
60097,2
60098,4
60099,1
60100,3
60101,6
60103,5
60104,1
60105,3
60106,4
60108,3
60109,6
60110,3
60111,3
60112,1
60113,3
60114,6
60115,3
60116,3
60117,3
60118,6
60119,1
60120,5
60121,6
60122,3
60123,3
60124,3
60125,3
60127,3
60128,6
60129,4
60130,3
60131,1
60132,3
60134,1
60135,3
60136,1
60137,3
60138,3
60139,3
60140,4
60141,3
60142,4
60143,3
60144,5
60145,3
60146,3
60147,6
60148,3
60149,2
60151,3
60152,3
60153,5
60155,5
60157,2
60158,1
60159,2
60160,1
60161,3
60162,3
60163,1
60164,5
60165,2
60166,4
60167,4
60168,4
60169,3
60170,4
60171,4
60172,3
60173,6
60174,3
60175,3
60176,3
60177,2
60178,3
60179,3
60180,1
60181,3
60182,4
60183,1
60184,1
60185,3
60186,4
60187,3
60188,3
60189,6
60190,3
60191,3
60192,4
60193,4
60194,1
60195,1
60196,1
60197,3
60198,3
60199,4
60200,6
60201,3
60202,4
60203,1
60204,3
60205,4
60206,3
60207,1
60208,3
60210,5
60211,4
60212,3
60213,6
60214,3
60215,5
60216,3
60217,3
60218,3
60219,4
60221,3
60222,3
60223,1
60225,3
60227,1
60228,1
60230,6
60231,6
60232,4
60233,2
60234,4
60235,3
60236,4
60237,3
60238,1
60239,5
60240,3
60241,6
60242,6
60243,4
60244,5
60245,3
60247,3
60248,6
60249,5
60250,3
60252,3
60253,6
60254,1
60255,3
60256,6
60257,6
60258,5
60259,1
60260,6
60261,1
60262,6
60263,5
60264,1
60265,1
60266,3
60267,3
60268,3
60269,3
60270,4
60271,3
60272,2
60273,3
60274,3
60275,3
60276,3
60277,2
60278,3
60279,4
60280,3
60281,3
60282,4
60283,6
60285,5
60286,3
60287,3
60288,3
60289,3
60290,3
60291,3
60292,4
60293,5
60294,6
60295,3
60296,5
60297,3
60298,6
60299,5
60300,3
60301,3
60302,4
60303,3
60304,4
60305,5
60306,4
60308,3
60309,5
60310,3
60311,6
60313,3
60314,5
60315,6
60316,5
60317,3
60318,1
60319,3
60320,5
60321,4
60322,1
60323,6
60324,3
60325,3
60326,3
60327,1
60328,1
60329,6
60330,1
60331,3
60333,1
60334,4
60335,6
60336,3
60337,1
60338,4
60339,4
60340,4
60341,2
60342,3
60344,3
60345,3
60346,3
60348,6
60349,4
60350,2
60352,4
60353,4
60354,3
60355,1
60356,1
60358,6
60359,4
60360,2
60361,3
60362,1
60363,4
60364,5
60365,5
60366,3
60367,5
60368,1
60369,3
60370,3
60371,1
60372,5
60373,3
60374,6
60375,3
60376,3
60377,4
60379,1
60380,3
60381,4
60382,4
60383,1
60384,3
60385,3
60386,5
60387,2
60388,6
60390,4
60391,5
60392,6
60393,3
60394,4
60395,3
60396,3
60397,2
60398,3
60399,6
60400,3
60401,3
60402,1
60403,4
60404,1
60405,6
60406,3
60407,3
60408,3
60410,3
60411,6
60412,6
60413,1
60414,6
60415,3
60416,1
60417,1
60418,6
60419,3
60420,1
60422,3
60423,3
60424,3
60425,4
60426,4
60427,5
60428,6
60429,3
60430,5
60431,6
60432,4
60433,5
60434,4
60435,4
60436,5
60437,4
60438,1
60439,2
60440,2
60441,1
60442,4
60443,3
60444,3
60445,4
60446,2
60447,3
60448,3
60449,3
60451,3
60452,3
60453,4
60454,1
60455,4
60456,3
60457,4
60458,2
60459,3
60460,6
60461,4
60463,6
60464,5
60465,3
60466,3
60467,3
60469,6
60470,6
60471,3
60472,4
60474,2
60475,1
60476,3
60477,3
60479,3
60480,2
60481,3
60483,3
60484,1
60485,3
60486,4
60487,3
60488,4
60489,4
60490,3
60491,6
60492,1
60493,3
60494,3
60495,3
60496,6
60497,3
60498,3
60501,3
60502,3
60503,5
60504,5
60505,2
60506,6
60507,1
60508,6
60509,4
60510,3
60511,6
60512,3
60513,3
60514,4
60515,4
60517,6
60518,6
60519,1
60520,5
60521,6
60522,3
60524,4
60525,6
60526,4
60527,3
60528,3
60530,6
60532,3
60533,4
60534,4
60535,5
60536,2
60537,1
60538,3
60539,3
60540,3
60541,3
60542,5
60543,1
60545,4
60546,4
60547,1
60549,6
60550,4
60551,1
60552,4
60553,2
60554,6
60555,3
60556,5
60557,1
60558,3
60559,3
60561,3
60562,4
60563,2
60564,2
60565,1
60568,3
60570,2
60571,3
60572,4
60573,2
60574,1
60575,5
60577,4
60580,3
60581,6
60582,3
60583,3
60585,3
60586,3
60587,1
60588,6
60589,5
60590,3
60591,5
60592,1
60593,1
60594,1
60595,4
60596,6
60597,3
60598,5
60599,6
60600,3
60601,6
60602,3
60603,6
60604,4
60605,6
60606,3
60607,6
60608,3
60609,6
60611,5
60612,4
60613,1
60615,3
60618,6
60619,1
60620,3
60621,3
60622,3
60623,6
60624,5
60625,3
60626,3
60628,6
60629,6
60630,6
60631,4
60632,6
60633,1
60634,3
60635,3
60636,6
60637,6
60638,5
60639,1
60640,3
60641,1
60642,4
60644,6
60645,3
60646,4
60648,1
60649,6
60650,1
60651,6
60654,3
60655,3
60656,3
60657,5
60658,3
60660,6
60661,3
60662,3
60663,3
60664,3
60666,3
60667,3
60668,6
60669,4
60670,3
60671,5
60672,6
60673,3
60674,3
60675,3
60676,3
60677,3
60678,6
60679,6
60680,5
60682,5
60683,6
60684,3
60687,3
60689,6
60690,1
60691,3
60692,3
60693,6
60694,5
60695,6
60696,4
60697,3
60698,4
60699,3
60700,3
60701,2
60702,6
60703,6
60704,4
60706,3
60707,3
60708,4
60709,1
60710,4
60711,1
60712,5
60713,3
60714,6
60715,5
60716,3
60717,2
60718,4
60719,3
60720,5
60721,5
60722,3
60723,6
60724,3
60725,4
60726,4
60727,6
60728,3
60729,1
60730,3
60731,6
60732,5
60733,3
60734,5
60735,6
60736,1
60737,3
60738,4
60739,3
60741,4
60742,1
60743,2
60744,5
60745,6
60747,2
60748,1
60749,6
60750,3
60751,4
60752,5
60753,3
60754,3
60755,3
60756,6
60757,3
60758,3
60760,3
60761,1
60762,3
60763,6
60764,2
60765,1
60766,2
60767,3
60768,5
60769,1
60770,3
60771,1
60772,4
60773,3
60774,3
60775,5
60776,4
60777,3
60778,3
60779,3
60780,5
60781,6
60782,5
60783,6
60784,3
60785,1
60786,4
60788,3
60789,3
60790,3
60791,5
60792,6
60793,4
60794,3
60795,3
60796,3
60797,3
60798,3
60801,2
60802,6
60803,3
60804,3
60805,3
60806,5
60807,2
60809,4
60810,6
60811,3
60812,2
60813,6
60814,2
60815,6
60816,6
60817,3
60819,3
60820,1
60821,3
60822,1
60823,6
60824,6
60825,3
60826,3
60827,1
60828,4
60829,5
60830,3
60831,1
60832,6
60833,4
60834,6
60835,2
60836,3
60837,3
60839,4
60840,3
60841,3
60842,4
60844,1
60845,4
60846,6
60847,4
60848,3
60849,3
60850,1
60851,5
60852,3
60853,3
60854,3
60856,6
60857,3
60858,3
60859,1
60860,3
60861,6
60862,4
60863,3
60865,3
60866,6
60867,1
60868,3
60869,4
60870,6
60872,3
60873,2
60874,4
60875,1
60876,6
60877,3
60878,3
60879,3
60880,3
60881,3
60882,3
60883,3
60884,6
60885,6
60886,1
60887,5
60888,4
60889,3
60890,1
60891,5
60892,2
60893,3
60894,6
60895,4
60897,1
60898,6
60899,2
60901,5
60902,3
60903,3
60904,5
60905,3
60906,3
60907,3
60908,1
60909,3
60910,6
60911,4
60913,1
60914,2
60915,1
60916,3
60917,3
60918,4
60919,3
60920,4
60922,4
60923,3
60924,5
60925,4
60926,6
60927,1
60928,4
60929,3
60930,4
60931,4
60932,5
60933,1
60934,1
60935,3
60936,3
60937,3
60939,4
60940,4
60941,4
60942,3
60943,4
60944,6
60945,3
60946,3
60948,1
60949,3
60950,6
60951,3
60952,5
60953,1
60954,4
60955,1
60956,4
60957,3
60958,4
60959,1
60960,5
60961,3
60962,3
60963,5
60964,4
60965,6
60966,6
60967,6
60968,3
60969,2
60970,3
60971,1
60972,6
60973,3
60975,3
60977,1
60978,5
60980,3
60981,2
60982,3
60983,5
60984,3
60985,6
60986,3
60987,4
60988,1
60989,1
60991,3
60992,6
60993,3
60994,4
60995,3
60996,3
60997,1
60998,5
60999,6
61000,4
61002,3
61003,4
61005,3
61007,1
61008,3
61009,3
61010,4
61011,2
61012,6
61013,3
61014,1
61015,1
61016,3
61017,4
61018,3
61020,4
61021,6
61022,3
61023,3
61025,6
61026,6
61027,6
61028,4
61030,1
61031,5
61032,1
61033,1
61034,6
61035,2
61036,5
61037,3
61038,4
61039,6
61040,3
61042,4
61043,6
61044,1
61045,3
61046,4
61047,3
61048,5
61049,6
61050,6
61051,3
61052,1
61053,6
61054,6
61056,2
61057,1
61058,6
61059,3
61060,3
61061,4
61062,3
61063,4
61064,4
61065,3
61066,6
61067,1
61068,3
61069,3
61070,5
61071,5
61072,6
61073,4
61074,4
61076,3
61077,5
61078,3
61079,3
61080,2
61081,5
61082,5
61083,5
61084,4
61086,6
61088,3
61089,3
61090,4
61091,1
61092,1
61093,1
61094,3
61095,3
61096,3
61097,2
61098,5
61099,2
61100,6
61101,3
61102,5
61103,3
61104,1
61105,3
61106,3
61107,2
61108,2
61109,3
61110,3
61111,1
61112,1
61113,4
61114,3
61115,6
61116,3
61117,5
61119,6
61120,3
61121,4
61122,5
61123,1
61124,4
61125,3
61127,6
61128,4
61129,5
61130,1
61131,5
61132,5
61133,4
61134,4
61135,3
61136,3
61138,5
61139,6
61140,6
61141,3
61142,3
61143,5
61144,3
61145,2
61146,5
61147,4
61148,3
61149,1
61150,3
61151,6
61152,1
61154,6
61155,1
61157,1
61158,4
61159,5
61160,6
61161,3
61162,6
61163,1
61164,3
61165,3
61166,3
61167,5
61168,3
61169,6
61170,6
61171,1
61172,3
61173,6
61174,3
61175,6
61176,3
61177,1
61178,3
61179,3
61180,6
61181,5
61182,5
61183,3
61184,4
61185,3
61186,4
61187,4
61188,3
61189,3
61191,1
61192,3
61193,4
61194,3
61196,6
61197,3
61198,3
61199,3
61201,3
61202,5
61203,4
61204,5
61206,1
61207,6
61208,3
61209,3
61210,4
61211,4
61212,6
61213,4
61214,3
61215,6
61216,6
61217,3
61218,3
61219,3
61220,3
61221,5
61222,1
61223,3
61224,1
61225,1
61226,5
61227,1
61228,4
61229,6
61230,4
61231,4
61232,1
61233,3
61234,1
61235,3
61236,4
61237,6
61238,3
61239,1
61240,1
61241,3
61242,3
61243,1
61244,1
61246,3
61247,3
61248,3
61249,6
61250,6
61252,3
61254,6
61255,1
61256,3
61257,3
61258,4
61259,3
61260,3
61261,3
61262,3
61263,5
61264,3
61265,1
61266,4
61267,5
61268,4
61269,3
61270,1
61272,6
61273,2
61274,4
61276,3
61277,5
61278,3
61280,6
61281,3
61282,3
61283,5
61284,6
61285,6
61286,5
61287,3
61288,6
61289,3
61290,4
61291,3
61292,6
61293,3
61294,3
61295,2
61296,4
61297,1
61298,6
61299,6
61300,1
61301,6
61302,6
61303,1
61304,5
61305,6
61306,6
61307,1
61308,6
61309,3
61311,6
61312,1
61313,3
61314,3
61315,4
61316,3
61317,1
61318,1
61319,6
61320,4
61321,3
61322,3
61323,6
61325,4
61326,4
61327,1
61329,3
61330,1
61332,3
61333,4
61334,3
61335,4
61336,3
61337,1
61338,4
61339,1
61340,4
61341,4
61342,3
61343,5
61344,3
61345,4
61346,6
61347,3
61348,5
61349,1
61350,3
61351,6
61352,3
61353,3
61355,6
61356,6
61357,3
61358,1
61360,4
61361,4
61362,4
61364,3
61365,1
61368,6
61369,3
61370,5
61371,3
61372,4
61374,3
61375,5
61376,3
61377,1
61379,3
61380,3
61381,4
61382,3
61384,4
61385,3
61386,4
61387,3
61388,4
61389,4
61390,6
61391,3
61392,5
61393,6
61394,3
61395,6
61396,6
61398,6
61399,5
61400,3
61401,5
61403,6
61404,3
61406,6
61407,6
61408,5
61409,4
61410,6
61411,3
61412,3
61413,4
61414,3
61415,3
61417,6
61418,1
61419,6
61420,5
61422,6
61423,1
61424,5
61425,2
61426,3
61427,6
61428,6
61429,6
61430,2
61431,6
61432,5
61433,4
61434,3
61436,6
61437,6
61438,3
61439,1
61440,3
61441,5
61442,3
61443,5
61445,4
61446,3
61447,6
61448,3
61449,4
61450,4
61451,3
61452,3
61454,3
61455,5
61456,5
61457,4
61458,4
61459,3
61460,3
61461,3
61462,3
61463,1
61464,1
61465,5
61466,3
61467,4
61468,4
61469,3
61470,5
61471,6
61472,4
61473,1
61474,3
61475,1
61477,2
61478,5
61479,3
61480,3
61481,3
61482,5
61483,5
61484,3
61485,5
61486,3
61488,6
61489,6
61490,6
61491,3
61492,3
61493,5
61494,5
61495,4
61496,6
61497,4
61498,4
61499,4
61500,3
61501,3
61502,6
61503,4
61504,4
61505,6
61506,3
61509,6
61510,4
61512,6
61514,3
61516,4
61518,3
61519,3
61520,6
61521,1
61522,3
61523,1
61524,3
61525,4
61526,2
61527,3
61529,4
61530,3
61531,2
61532,3
61533,1
61534,6
61535,1
61536,4
61537,4
61538,4
61539,3
61540,3
61541,1
61542,1
61543,4
61544,3
61545,2
61546,3
61547,5
61548,3
61549,1
61550,5
61551,5
61552,3
61553,3
61554,6
61555,6
61556,6
61557,3
61558,3
61559,6
61560,3
61561,4
61562,1
61563,4
61564,4
61565,6
61566,3
61567,1
61568,3
61569,3
61570,1
61572,3
61573,1
61574,5
61575,3
61576,1
61577,3
61578,3
61580,4
61581,3
61583,4
61584,2
61585,3
61587,6
61588,3
61589,4
61590,2
61591,4
61593,1
61594,3
61596,6
61597,6
61598,3
61599,4
61600,2
61601,6
61602,3
61603,3
61606,4
61607,4
61608,3
61609,2
61610,4
61613,6
61614,6
61615,3
61616,5
61617,3
61618,1
61619,3
61620,4
61621,1
61623,4
61624,3
61625,1
61627,3
61628,6
61629,3
61630,3
61631,1
61632,4
61633,3
61634,6
61635,2
61636,3
61637,4
61638,3
61639,1
61640,4
61641,6
61642,1
61643,5
61645,3
61646,6
61647,6
61649,4
61650,3
61651,6
61652,3
61653,6
61654,4
61655,4
61656,3
61657,6
61658,3
61659,3
61661,3
61662,5
61663,6
61664,4
61666,3
61667,1
61668,3
61669,4
61670,3
61671,5
61672,4
61673,3
61674,3
61675,3
61676,6
61677,4
61678,3
61679,3
61681,3
61682,1
61685,1
61686,3
61687,2
61688,5
61689,6
61690,3
61691,4
61692,3
61693,5
61694,4
61695,6
61696,1
61697,5
61698,6
61699,4
61701,5
61702,5
61703,3
61704,5
61705,1
61706,2
61707,6
61708,3
61709,6
61710,3
61711,5
61712,1
61713,2
61715,3
61716,4
61717,3
61718,6
61719,3
61720,2
61721,3
61722,1
61723,4
61724,3
61726,6
61728,3
61729,4
61731,3
61732,3
61733,4
61734,6
61735,4
61736,5
61737,3
61738,4
61739,1
61740,6
61741,3
61742,5
61743,6
61744,4
61745,3
61746,3
61747,3
61748,5
61749,1
61750,1
61751,3
61752,5
61753,1
61754,5
61755,5
61756,3
61757,6
61758,6
61759,1
61760,6
61761,4
61763,4
61764,6
61765,3
61766,4
61767,5
61768,4
61770,3
61771,2
61772,3
61773,4
61775,3
61776,3
61777,1
61778,1
61779,3
61780,5
61782,1
61783,6
61784,5
61785,3
61786,1
61787,1
61788,3
61789,5
61790,3
61791,3
61792,3
61793,6
61794,5
61796,3
61797,1
61799,4
61801,1
61802,5
61803,1
61804,3
61805,3
61806,3
61808,4
61809,3
61810,3
61811,5
61812,3
61813,6
61814,3
61815,4
61816,1
61818,1
61819,3
61820,3
61821,5
61822,1
61823,3
61824,5
61825,3
61827,3
61828,4
61829,4
61830,3
61831,5
61832,1
61833,3
61834,1
61835,3
61836,6
61837,3
61839,4
61840,6
61841,5
61842,5
61843,6
61844,6
61845,5
61846,6
61847,6
61848,3
61849,3
61850,1
61851,6
61852,4
61853,3
61854,2
61855,6
61856,3
61857,2
61858,3
61859,5
61860,3
61861,5
61862,3
61863,4
61864,6
61865,4
61866,4
61867,3
61868,5
61869,4
61870,3
61871,3
61872,3
61873,3
61874,3
61876,3
61877,6
61879,3
61880,1
61881,4
61882,3
61883,1
61884,6
61885,5
61886,5
61887,3
61888,6
61889,6
61891,5
61892,3
61893,5
61894,6
61895,3
61896,3
61897,2
61898,4
61899,5
61900,3
61901,5
61902,6
61903,6
61904,5
61905,3
61906,6
61908,3
61910,4
61911,2
61912,6
61913,3
61915,3
61916,3
61918,3
61919,3
61920,2
61921,4
61922,1
61923,3
61924,5
61925,2
61926,6
61927,3
61928,3
61929,4
61931,3
61932,6
61933,3
61934,1
61935,6
61936,4
61937,3
61938,4
61939,2
61940,4
61941,4
61942,3
61945,3
61946,1
61947,3
61948,3
61949,4
61950,3
61951,2
61952,4
61954,3
61955,3
61956,3
61957,6
61958,1
61959,3
61960,2
61962,1
61963,3
61964,6
61966,6
61967,5
61968,3
61969,3
61970,3
61971,6
61972,4
61973,3
61974,6
61975,3
61976,6
61977,1
61978,6
61979,4
61980,3
61981,6
61982,5
61983,1
61985,3
61986,4
61987,3
61990,3
61991,4
61992,3
61993,1
61994,4
61995,4
61996,4
61997,2
61998,4
61999,3
62000,6
62001,6
62002,1
62004,5
62005,5
62006,3
62007,1
62009,3
62010,3
62011,6
62012,1
62013,3
62014,3
62015,3
62017,1
62018,3
62019,5
62020,2
62021,3
62022,6
62023,1
62024,6
62025,4
62026,5
62027,4
62029,4
62030,6
62031,3
62033,2
62034,1
62035,5
62036,3
62037,5
62038,3
62039,2
62041,3
62042,1
62043,5
62044,3
62045,4
62046,3
62047,4
62048,3
62049,3
62050,1
62051,4
62052,4
62053,4
62054,3
62055,4
62056,3
62057,3
62058,1
62059,3
62060,3
62061,4
62062,3
62063,1
62064,3
62065,3
62066,3
62067,6
62068,4
62069,2
62070,6
62071,5
62072,3
62075,4
62076,4
62077,3
62078,6
62079,1
62081,3
62082,6
62083,3
62084,3
62085,6
62086,6
62087,3
62088,3
62089,4
62090,3
62091,6
62092,3
62095,1
62096,3
62097,1
62099,3
62100,3
62101,1
62102,4
62103,6
62104,2
62105,3
62106,4
62107,3
62108,1
62109,4
62111,3
62114,3
62115,4
62116,1
62117,3
62119,3
62120,3
62121,6
62122,1
62124,1
62126,3
62127,4
62128,5
62129,2
62130,6
62132,4
62133,6
62134,4
62135,4
62137,1
62138,6
62139,3
62140,3
62142,3
62143,5
62144,3
62145,6
62146,6
62147,3
62148,4
62149,6
62150,1
62151,1
62152,1
62153,3
62154,3
62155,1
62157,2
62158,6
62159,6
62160,4
62161,3
62162,5
62163,4
62164,6
62165,5
62166,4
62167,5
62168,3
62170,3
62171,3
62172,2
62173,6
62174,1
62175,6
62176,4
62177,3
62178,1
62179,3
62180,3
62181,6
62182,5
62183,6
62184,6
62185,6
62186,4
62187,3
62188,1
62189,3
62190,3
62191,5
62193,4
62194,3
62196,1
62197,6
62198,3
62199,3
62200,2
62201,3
62202,3
62203,3
62205,1
62207,3
62208,4
62209,6
62210,6
62211,2
62212,5
62214,2
62215,3
62216,1
62217,3
62219,5
62220,6
62221,6
62222,3
62223,3
62224,4
62225,6
62226,6
62227,3
62228,4
62229,6
62230,2
62231,3
62233,1
62234,6
62235,3
62236,4
62237,3
62238,5
62239,3
62240,3
62242,3
62243,3
62244,1
62245,3
62246,2
62247,6
62248,3
62250,4
62251,5
62252,6
62253,2
62254,3
62255,3
62257,2
62258,6
62259,1
62260,1
62261,6
62262,1
62263,4
62264,3
62265,1
62266,3
62267,3
62268,1
62269,4
62270,5
62271,4
62273,6
62274,6
62276,1
62277,3
62278,3
62279,3
62280,1
62281,4
62282,4
62283,4
62284,4
62285,6
62286,3
62287,6
62288,3
62289,4
62290,3
62291,1
62292,4
62293,3
62294,3
62295,2
62296,2
62297,1
62298,1
62299,3
62300,1
62301,3
62302,6
62303,6
62304,6
62305,3
62306,6
62307,6
62308,3
62309,5
62310,4
62311,6
62313,3
62314,6
62315,5
62316,6
62317,3
62318,2
62319,6
62320,2
62321,6
62322,3
62323,6
62324,5
62325,3
62326,6
62327,4
62329,3
62330,5
62331,3
62332,5
62334,3
62335,3
62336,3
62338,6
62339,1
62341,6
62342,5
62343,3
62344,6
62345,3
62346,3
62348,3
62349,2
62351,4
62352,3
62353,3
62354,1
62356,3
62357,4
62358,1
62359,4
62360,6
62361,3
62362,3
62363,4
62364,3
62365,6
62366,2
62367,3
62368,3
62369,3
62370,5
62374,6
62376,4
62377,6
62378,3
62380,4
62381,3
62382,3
62383,4
62384,3
62385,4
62386,3
62387,4
62389,6
62390,5
62391,6
62392,2
62393,6
62394,4
62395,2
62397,3
62398,6
62399,1
62401,4
62402,4
62403,3
62404,3
62405,1
62406,6
62408,3
62409,1
62410,5
62411,6
62412,6
62414,3
62415,3
62416,6
62417,2
62418,3
62419,4
62421,3
62422,1
62423,3
62424,3
62425,5
62426,6
62427,3
62428,1
62429,5
62430,1
62432,4
62433,3
62434,2
62435,3
62436,4
62437,5
62438,3
62439,3
62440,3
62441,3
62442,4
62443,3
62444,3
62445,3
62446,4
62447,6
62448,3
62449,4
62452,4
62454,2
62455,4
62456,3
62457,3
62458,3
62459,5
62460,1
62461,5
62462,5
62463,1
62464,3
62465,3
62466,1
62467,3
62468,1
62469,6
62470,6
62471,4
62472,3
62473,3
62474,3
62475,3
62477,3
62479,6
62480,6
62481,6
62482,3
62484,4
62485,6
62486,2
62488,4
62489,1
62490,6
62491,3
62492,3
62493,6
62494,5
62495,5
62496,3
62497,5
62498,5
62499,3
62500,4
62501,3
62502,5
62503,3
62504,1
62505,4
62506,2
62509,3
62510,6
62511,3
62512,3
62513,4
62514,1
62516,3
62517,1
62518,1
62519,4
62521,2
62522,3
62523,5
62524,3
62525,3
62526,2
62528,5
62529,1
62530,3
62531,4
62532,5
62533,5
62534,3
62536,4
62537,1
62538,2
62539,3
62540,4
62541,6
62543,3
62544,3
62545,3
62546,3
62547,4
62549,1
62550,1
62551,6
62552,4
62553,5
62555,3
62556,3
62557,6
62558,4
62559,1
62560,3
62561,6
62562,6
62564,3
62565,2
62566,5
62567,3
62568,4
62569,3
62570,3
62572,3
62573,3
62574,4
62576,3
62577,4
62578,3
62579,5
62580,6
62581,2
62582,5
62583,4
62584,4
62585,3
62586,6
62588,3
62589,6
62590,4
62591,4
62592,4
62593,6
62594,3
62595,4
62596,1
62597,3
62598,3
62599,1
62600,1
62601,3
62602,3
62603,1
62604,6
62605,6
62608,3
62609,2
62610,6
62611,3
62612,4
62613,3
62614,3
62615,1
62616,6
62617,3
62619,4
62620,3
62621,6
62622,3
62623,3
62624,3
62626,1
62628,4
62629,3
62630,5
62631,5
62632,1
62633,3
62634,1
62635,6
62636,4
62637,6
62638,1
62639,3
62641,3
62642,6
62643,3
62644,3
62645,1
62646,3
62647,3
62648,6
62649,6
62650,4
62651,3
62652,3
62653,3
62654,3
62656,3
62657,3
62658,2
62659,5
62660,6
62661,1
62663,1
62664,4
62665,3
62666,6
62667,3
62669,6
62670,3
62671,1
62672,1
62673,5
62674,3
62675,1
62677,1
62678,5
62679,1
62680,3
62681,3
62682,6
62684,4
62685,3
62688,3
62689,6
62690,3
62691,1
62692,6
62693,2
62694,3
62695,2
